BAIRRO,DRE,num_alunos
JARDIM BÉLGICA,SA,270
JARDIM PETRÓPOLIS,SA,270
VILA CAMPO GRANDE, SA,270
CHÃCARA FLÃ“RIDA, CL,269
SÃ‰, IP,269
CONJUNTO RESIDENCIAL JARDIM CANAÃƒ, SA,268
JARDIM LUCELI,CS,268
JARDIM SAO CARLOS, G,268
CAPÃƒO DO EMBIRA, IQ,267
PARQUE SAO JORGE, PE,267
JARDIM LEONOR, BT,266
PARAÍSO,CL,266
VILA BERTIOGA, PE,266
VILA SAO JOSE,IP,266
INDIANOPOLIS,CS,264
JARDIM BOA VISTA,CS,264
JARDIM BRASIL (ZONA SUL),SA,264
JARDIM STO ANDRE, SM,264
VILA REGENTE FEIJO,PE,264
JARDIM SANTA EDWIGES CAPELA DO SOCORRO, CL,263
JARDIM ITAPEMIRIM, IQ,262
JARDIM SAO BERNARDO, CS,262
VILA ISOLINA,JT,262
JARDIM MORAES PRADO, CS,261
JARDINS RECANTO DAS ROSAS, G,261
CANINDÃ‰, PE,260
CONJUNTO HABITACIONAL VILA NOVA CACHOEIR,FB,260
NOVA PIRAJU,SA,260
CAMPOS ELISEOS, IP,259
JARDIM MONTE ALEGRE, PJ,259
VILA ALABAMA, MP,259
VILA FÃTIMA, SM,259
VILA NOVA YORK, IQ,259
ALTO DA LAPA,BT,258
JARDIM DOMITILA,SA,258
JARDIM VERA CRUZ,CL,258
JARDIM VERA CRUZ(ZONA LESTE), SM,258
VILA IPOJUCA, PJ,258
JARDIM CRISTÃLIA, CL,257
JARDIM PERI NOVO, FB,257
JARDIM PANORAMA D OESTE, BT,256
VILA ODETE, G,256
JARDIM IVA, SM,255
VILA ITABERABA, FB,255
ÃGUA BRANCA, PJ,255
CIDADE NITRO OPERARIA, MP,254
JARDIM INDAIÃ, MP,254
JARDIM CAMBARA, BT,253
JARDIM LOURDES,MP,252
VILA CONSTÃ‚NCIA, PE,252
COLONIA, CS,251
JARDIM AVENIDA, CL,251
JARDIM PÃ‰ROLA III, G,249
JARDIM PONTE RASA, PE,248
JARDIM CABUCU, JT,247
JARDIM FILHOS DA TERRA, JT,246
JARDIM MARTINI,CS,246
JARDIM SANTA MONICA, PJ,246
JARDIM SANTA TERESINHA, G,246
PARQUE SONIA, CL,246
PRAIA DO LEBLON, SA,246
CHACARA SANTO ANTONIO ZONA SUL, CL,245
CONJUNTO HABITACIONAL BRIGADEIRO EDUARDO, PJ,245
JARDIM DAS IMBUIAS, CS,245
VILA HELIOPOLIS,IP,244
CONJUNTO HABITACIONAL BARREIRA GRANDE, IQ,243
JARDIM DAS PALMAS, CL,243
JARDIM DAS PALMAS,BT,243
VILA AMÃLIA (ZONA NORTE), FB,243
VILA CRUZEIRO, IQ,243
VILA PRADO, FB,243
JARDIM DO COLÃ‰GIO, CL,242
JARDIM GUARANI,PJ,242
VILA ARCO ÍRIS,CS,242
JARDIM ALVINA, PJ,241
JARDIM MARABÃ, IQ,241
18,PJ,240
ESTÃ‚NCIA JARAGUÃ, PJ,240
PARQUE REBOUCAS, CL,240
VILA LUCIA, IP,240
VILA YOLANDA II,G,240
JARDIM FELICIDADE (ZONA OESTE), PJ,239
JARDIM INDEPENDÃŠNCIA, IP,239
SACOMA, IP,239
VILA FRANCOS,FB,239
JARDIM ROSA MARIA, CL,238
JARDIM DAS CARMELITAS, IQ,236
BROOKLIN PAULISTA, BT,235
JARDIM NOVO CARRÃƒO, IQ,235
VILA UNIVERSITARIA, BT,235
CIDADE NITRO QUÃMICA, MP,234
CONJ HAB BARRO BRANCO II, G,234
JARDIM MÃLIA II, CS,234
VILA IVONE, IP,233
COLONIA,JT,232
JARDIM JAU,PE,232
JARDIM SÃƒO MANOEL, CL,232
JARDIM TANCREDO,CL,232
JARDIM BRASÃLIA, CL,231
JARDIM GUACURI, SA,231
JARDIM SANTO ELIAS SAO MIGUEL, MP,230
CIDADE JULIA,SA,228
VILA BANCÃRIA MUNHOZ, FB,227
ALTO DO PARI,PE,225
TREMEMBE,JT,224
VILA PROGRESSO,FO,224
JARDIM BRASÃLIA (ZONA LESTE), IQ,222
MIAMI PAULISTA, CL,222
JARDIM SÃƒO JORGE, SA,221
VILA SANTA TERESAZONA SUL, IP,221
BUTANTA, BT,220
JARDIM JUSSARA, BT,220
JARDIM MONTE KEMEL, BT,220
SANTA AMELIA,SA,220
SUMARÃ‰, PJ,220
BALNEARIO MAR PAULISTA, SA,219
JARDIM PALANQUE,G,218
JARDIM SANTA FRANCISCA CABRINI,CS,216
PARQUE DAS NACOES,PJ,216
JARDIM GUARAPIRANGA,CL,214
VILA NOSSA SENHORA APAREC,MP,214
JARDIM SÃƒO JORGE (RAPOSO TAVARES), BT,213
CHÃCARA TRÃŠS MENINAS, MP,212
CIDADE NITRO OPERÃRIA, MP,212
JARDIM SAO CARLOS,SA,212
PQUE FERNANDA,CL,212
SITIO DO MORRO,FO,212
VILA PROGRESSO ZONA NORTE, FB,211
JARDIM ARACATI, CL,210
JARDIM SAO NICOLAU,PE,210
JARDIM MAGGI, PJ,209
JARDIM REGINA, PJ,209
CASA GRANDE,CS,208
VILA PAULO SILAS, IP,208
VILA ROMERO, JT,208
VILA DIVINA PASTORA, IP,207
ALTO DE PINHEIROS, BT,205
INDIANOPOLIS, IP,205
JARDIM MARISTELA, PJ,205
PARQUE GUAIANAZES, MP,205
VILA SILVA TELES, MP,205
JARDIM BANDEIRANTES,PJ,204
JARDIM SAO JORGE, SA,204
JARDIM SAO JOSE SAO MATEUS, SM,204
JARDIM SAO NORBERTO,CS,204
JARDIM CASA PINTADA, MP,203
SAO MATEUS, SM,202
VILA NOVA CACHOEIRINHA, JT,202
JARDIM RECANTO VERDE, JT,201
VILA TIRADENTES, BT,201
CASTRO ALVES,G,200
CIDADE ANTONIO ESTEVAO DE CARVALHO,IQ,200
JARDIM RODRIGO, PJ,200
JARDIM HUMAITÃ, PJ,199
JARDIM DAS ROSAS,CL,198
JARDIM SANTO ANTÃ”NIO, PE,198
CHÃCARA NOSSA SENHORA APARECIDA, FB,196
JARDIM MORUMBI, BT,196
ELDORADO, SA,195
VILA PARANAGUA,PE,195
VILA RENATO (ZONA NORTE), PJ,195
JARDIM LÃDIA, CL,194
JARDIM MACEDONIA,CL,194
JARDIM ROSA MARIA, BT,193
JARDIM SANDRA MARIA,IQ,192
PARQUE DAS ÁRVORES,CS,192
VILA SANTO ESTEFANO,IP,192
JARDIM MARIA LÃDIA, SM,190
PARQUE BOA ESPERANÃ‡A, SM,190
RECANTO SANTO ANTÃ”NIO, CL,190
VILA AYMORE,MP,190
BALNEARIO SAO JOSE,CS,188
JARDIM DOM BOSCO, SA,187
JARDIM PANORAMA,BT,186
VILA MARTE, IP,185
VILA UNIVERSITÃRIA, BT,185
CHACARA NANI,CL,184
Cidade Tiradentes,G,184
JARDIM FELICIDADE,JT,184
JARDIM PORTAL I E II, JT,183
JARDIM CRISTALIA,CL,182
NOSSA SENHORA DO Ã“, FB,182
BROOKLIN PAULISTA, SA,180
CHÁCARA BELENZINHO,IP,180
JARDIM NOVO MORUMBI,CL,180
JARDIM SANTA EMILIA, IP,180
JARDIM VISTA ALEGRE,CS,179
VILA NOVA CAROLINA,JT,178
VILA REGENTE FEIJO,SM,178
CHÃCARA CALIFÃ“RNIA, IQ,177
JARDIM PAQUETA ZONA NORTE, PJ,177
VILA CAPELA, SA,177
JARDIM BORBA GATO,CS,176
JARDIM SÃƒO JOÃƒO, JT,176
MASCARENHAS DE MO,SM,176
SITIO MORRO GRANDE,FO,176
VILA POMPEIA,PJ,176
CONJ. PRO-MORAR,SM,174
CONJUNTO JUSCELINO,G,174
FAVELA VILA NOVA JAGUARE,PJ,174
JARDIM GUAPIRA, JT,171
BELA ALIANCA,PJ,170
JARDIM THEALIA,IP,170
CHACARA MONTE ALEGRE,SA,169
JARDIM JUREMA, IQ,166
JARDIM BRASIL ZONA SUL,SA,165
JARDIM SANTO ANTÔNIO,BT,165
VILA SOCORRO, CL,164
VILA SAO FRANCISCO, PE,163
JARDIM CENTENARIO,BT,162
CIDADE CENTENÃRIO, SM,161
NOVA CONQUISTA, SM,161
PARQUE COLONIAL,SA,158
VILA MIRA, SA,155
JARDIM SAO LUIS,CL,154
RESIDENCIAL COCAIA, CS,154
VILA CURUCA,CS,154
VILA DOS MINÃ‰RIOS, IP,153
PARQUE ESPERANCA, PJ,152
VILA BELA,SM,152
CIDADE POPULAR, G,151
JARDIM SÃƒO FRANCISCO DE ASSIS, CL,151
PARQUE DO OTERO, CL,150
VILA IOLANDA(LAJEADO), G,150
JARDIM PAULISTA, BT,149
CIDADE SAO MIGUEL,MP,148
JARDIM APURA, SA,148
JARDIM DOS MANACAS, CS,147
JARDIM LAJEADO, MP,145
PARQUE AMAZONAS, CS,145
CHACARA SANTO ANTONIO ZONA SUL, SA,144
CHÁCARA MONTE ALEGRE,SA,144
VILA SANTO ANTONIO,CS,143
JARDIM DAS FONTES,CS,142
JARDIM SANTA FE,MP,142
VILA VERDE,PJ,142
CIDADE LUZ, CS,141
VILA SAO JOSE GUAIANAZES, G,141
BAIRRO INEXISTENTE,SM,140
VILA MIRANDA,SA,140
CONJUNTO RESIDENCIAL MORADA DO SOL, PJ,139
CIDADE AMERICA,CS,138
SUPER QUADRA MORUMBI, BT,138
JARDIM MARILIA,PJ,136
VILA FAZZEONI,SM,136
CIDADE NITRO OPERARIA, FB,135
JARDIM GUEDALA, PJ,135
JARDIM ANA MARIA,CL,134
JARDIM SAO GABRIEL,SM,134
COLONIA,IQ,132
JARDIM PROGRESSO,CS,132
VILA NOVA SAVOIA,PE,132
CONJUNTO HABITACIONAL VILA NOVA CACHOEIR, FB,130
VILA LIVIERO,SM,128
JARDIM JAPÃO,CL,127
SANTA AMÃ‰LIA, SA,127
SANTA AMÉLIA,SA,127
JARDIM JABAQUARA,SA,126
PARQUE SANTA CECÃLIA, CS,125
COHAB II,IQ,124
JARDIM PRIMAVERA (ZONA SUL),CS,124
PARADA QUINZE,IQ,122
VILA PIRITUBA, PJ,121
JARDIM ALVORADA ZONA SUL, CS,120
COND VARGEM GRANDE,CS,119
JARDIM SHANGRILA,CS,119
JARDIM VAZ DE LIMA,CL,118
BARRO BRANCO II,G,117
JARDIM LIDER, PJ,116
JARDIM NORMA, MP,116
VILA NOVA CONCEIÇÃO,IP,112
VILA DA SAUDE, IP,111
VILA BUTANTA, BT,108
JARDIM SANTA EFIGÊNIA,CL,107
VILA SÃO GERALDO,PE,104
VILA MONTE ALEGRE, IP,101
VILA HAMBURGUESA,PJ,99
JARDIM COPACABANA,CL,96
JARDIM SANTO ANTONIO,CL,94
VILA QUINTANA, CS,93
JARDIM CINCO DE JULHO,SM,90
VILA CAIÃšBA, PJ,89
VILA ZEFIRA, G,86
JARDIM VISTA ALEGRE,JT,84
JARDIM ZILDA, CS,82
CHÁCARA INGLESA,IP,80
RECANTO PARAÍSO,IP,80
VILA SOFIA, SA,79
JARDIM GUARAU,BT,76
JARDIM JUA, SA,76
JARDIM DAS ROSAS,IQ,70
VILA YOLANDA,G,69
BRAS,CS,66
VILA GEA, SA,62
FREGUESIA DO Ã“, FB,60
JARDIM ELIZABETH,CL,60
VILA ROSCHEL,CS,60
VILA CRUZEIRO, SA,56
VILA IDA,PJ,54
JARDIM UMUARAMA, SA,53
VILA MORSE, BT,53
ALTO DA BOA VISTA,SA,48
JARDIM SANTO AMARO,SA,48
SANTA TERESINHA, JT,46
JARDIM BÃ‰LGICA, SA,45
SÃƒO JUDAS, IP,45
VILA NOVA CONCEICAO, IP,40
JARDIM MARAJOARA, SA,38
JARDIM AMPLIAÇÃO,CL,36
JARDIM BRASIL ZONA SUL, SA,33
PRAIA PAULISTINHA, CS,33
JARDIM PRESIDENTE, CS,31
JARDIM PRIMAVERA ZONA SUL, CS,31
JARDIM PETRÃ“POLIS, SA,30
JARDIM ORLY, SA,28
ALTO DA MOOCA, PE,26
CHACARA SEIS DE OUTUBRO,PE,26
JARDIM DOS LAGOS, CS,26
LAPA, PJ,26
VILA SAO PAULO, SA,26
JARDIM MIMAR, SM,25
VILA SANTO ESTEVÃƒO, PE,25
CHÃCARA MONTE ALEGRE, SA,24
VILA PRUDENTE, PE,24
CONJUNTO HABITACIONAL MARECHAL MASCARENH, SM,23
VILA DAMACENO, CL,22
JARDIM JABAQUARA, SA,21
JARDIM DO LAGO,BT,20
NOVA PIRAJU, SA,20
VILA MARIZA MAZZEI,JT,20
CHÃCARA BELENZINHO, IP,18
JARDIM BEATRIZ (ZONA LESTE),MP,18
JARDIM SANTA FRANCISCA CABRINI, CS,18
PARQUE DAS ÃRVORES, CS,16
JARDIM PAINEIRAS,PJ,15
JARDIM SANTA CRUZ CAMPO GRANDE,SA,15
MOINHO VELHO,FO,15
JARDIM UNISERVE,JT,14
CHACARA MONTE ALEGRE, SA,13
VILA NOVA SAVOIA, PE,11
VILA SANTO ANTONIO, CS,11
MOEMA,IP,10
VILA HAMBURGUESA, PJ,9
ALTO DA BOA VISTA, SA,8
CHÃCARA INGLESA, IP,8
RECANTO PARAÃSO, IP,8
VILA CARBONE, FB,8
VILA SÃƒO GERALDO, PE,8
MOINHO VELHO,FB,6
AGUA RASA,PE,5
VILA SÃO PAULO,SA,5
VILA TOLSTOI,SM,5
CITY AMÉRICA,PJ,4
MOINHO VELHO, FB,3
VILA UBERABINHA,IP,3
CHACARA SEIS DE OUTUBRO, PE,2
CITY AMÃ‰RICA, PJ,1
MOEMA, IP,1
VILA TOLSTOI, SM,1
